name,info
Barbell Back Squat,"[{'exercise': 'Barbell Back Squat', 'sets': 6, 'reps': [5, 4, 3, 3, 3, 3]}]"
Upper Push/Pull,"[{'exercise': 'DB Bench Press', 'sets': 2, 'reps': [5, 5]}]"
Lunge Series,"[{'exercise': 'Walking Lunge', 'sets': 1, 'reps': [2]}]"
Unilateral Squat,"[{'exercise': 'Spiderman Stretch', 'sets': 3, 'reps': [8, 8, 8]}]"
Bilateral Push/Pull,"[{'exercise': 'Dive-Bomber Pushup', 'sets': 3, 'reps': [10, 10, 10]}]"
Vertical Pull,"[{'exercise': 'Pullup', 'sets': 5, 'reps': [10, 8, 6, 4, 2]}]"
Crawl Series,"[{'exercise': 'Bear Crawl - Forward', 'sets': 1, 'reps': [2]}, {'exercise': 'Bear Crawl - Reverse', 'sets': 1, 'reps': [2]}, {'exercise': 'Bear Crawl - Lateral', 'sets': 1, 'reps': [2]}]"
Bilateral Squat/Unilateral Hinge,"[{'exercise': 'Goblet Squat', 'sets': 4, 'reps': [8, 12, 12, 12]}]"
Unilateral Squat/Bilateral Hinge,"[{'exercise': 'DB RDL', 'sets': 3, 'reps': [12, 12, 12]}]"
Unilateral Squat/Hinge,"[{'exercise': 'DB Reverse Lunge', 'sets': 3, 'reps': [10, 10, 10]}]"
Heavy Push/Pull,"[{'exercise': 'DB Bench Press', 'sets': 1, 'reps': [5]}, {'exercise': 'Weighted Chinup', 'sets': 6, 'reps': [5, 5, 5, 5, 5, 5]}, {'exercise': 'DB Bench Press', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
Push CT,"[{'exercise': 'MB Chest Pass', 'sets': 5, 'reps': [10, 10, 10, 10, 10]}]"
Push/Pull Rep Effort,"[{'exercise': 'Barbell Bent-Over Row', 'sets': 10, 'reps': [10, 10, 10, 10, 10, 10, 10, 10, 10, 10]}]"
Pull CT,"[{'exercise': '1-Arm DB Row', 'sets': 3, 'reps': [10, 10, 10]}]"
Squat Finisher,"[{'exercise': 'Lateral Jump', 'sets': 3, 'reps': [21, 15, 9]}]"
Alactic Circuit 2,"[{'exercise': 'DB Split Squat', 'sets': 3, 'reps': [1, 1, 1]}]"
Alactic Circuit 1,"[{'exercise': 'DB Split Squat', 'sets': 3, 'reps': [1, 1, 1]}]"
Alactic Circuit 3,"[{'exercise': 'KB/DB Goblet Squat', 'sets': 3, 'reps': [1, 1, 1]}]"
Vertical PAP,"[{'exercise': 'Barbell Back Squat', 'sets': 5, 'reps': [8, 6, 6, 6, 6]}, {'exercise': 'Box Jump', 'sets': 4, 'reps': [6, 6, 6, 6]}]"
Alactic Circuit 4,"[{'exercise': 'KB/DB Goblet Squat', 'sets': 3, 'reps': [1, 1, 1]}]"
Bi's + Tri's,"[{'exercise': 'Barbell Bicep Curl', 'sets': 3, 'reps': [15, 15, 15]}]"
Descending Ladder Challenge,"[{'exercise': '1-Arm DB Row', 'sets': 10, 'reps': [10, 9, 8, 7, 6, 5, 4, 3, 2, 1]}]"
Finisher Push Pull Core,"[{'exercise': 'Knees to Chest', 'sets': 10, 'reps': [10, 9, 8, 7, 6, 5, 4, 3, 2, 1]}]"
A,"[{'exercise': 'Barbell Front Squat', 'sets': 1, 'reps': [5]}, {'exercise': '1-Arm DB Row', 'sets': 5, 'reps': [8, 8, 8, 8, 8]}, {'exercise': 'Barbell Front Squat', 'sets': 6, 'reps': [3, 8, 8, 8, 8, 8]}]"
C,"[{'exercise': 'SB Hamstring Curl', 'sets': 3, 'reps': [5, 5, 5]}]"
B Block,"[{'exercise': 'Goblet Squat', 'sets': 3, 'reps': [12, 12, 12]}]"
Load Tolerance,"[{'exercise': 'Wall Sit', 'sets': 2, 'reps': [0, 0]}]"
Back Mobility,"[{'exercise': 'Cat / Dog', 'sets': 2, 'reps': [6, 6]}]"
Prime,"[{'exercise': 'Assisted Pullup', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'MB Thruster', 'sets': 3, 'reps': [4, 4, 4]}]"
D,"[{'exercise': 'Band Face Pull', 'sets': 3, 'reps': [10, 10, 10]}]"
Ankle Care,"[{'exercise': '1-Leg Side -2- Side Hops', 'sets': 2, 'reps': [4, 4]}]"
Primary Movements,"[{'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Assisted Pullup', 'sets': 4, 'reps': [12, 12, 12, 12]}, {'exercise': 'Barbell Back Squat', 'sets': 3, 'reps': [10, 10, 10]}]"
Secondary Movements,"[{'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [10, 10, 10]}]"
P Chain,"[{'exercise': 'SB Hamstring Curl', 'sets': 3, 'reps': [15, 15, 15]}]"
AMRAP 30 Minutes,"[{'exercise': 'KB Upright Row', 'sets': 1, 'reps': [15]}, {'exercise': 'Band Bicep Curl', 'sets': 1, 'reps': [20]}, {'exercise': 'Band BW Squat', 'sets': 1, 'reps': [20]}]"
Complex,"[{'exercise': 'Barbell Snatch High Pull', 'sets': 1, 'reps': [5]}, {'exercise': '1-Arm DB Snatch', 'sets': 4, 'reps': [3, 3, 3, 3]}, {'exercise': 'Barbell Snatch High Pull', 'sets': 3, 'reps': [5, 5, 5]}]"
Compound Speed,"[{'exercise': 'Band Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Weighted Pullup', 'sets': 4, 'reps': [6, 6, 6, 6]}, {'exercise': 'Band Barbell Back Squat', 'sets': 3, 'reps': [5, 5, 5]}]"
Compound,"[{'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [6]}, {'exercise': 'Band Face Pull', 'sets': 4, 'reps': [15, 15, 15, 15]}, {'exercise': 'Barbell Back Squat', 'sets': 3, 'reps': [5, 4, 4]}]"
General Warm Up 1,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Dynamic Lower Transmutation,"[{'exercise': 'Barbell Clean', 'sets': 1, 'reps': [2]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Barbell Deadlift', 'sets': 8, 'reps': [1, 1, 1, 3, 3, 3, 3, 3]}, {'exercise': 'Barbell Back Squat', 'sets': 7, 'reps': [1, 1, 5, 5, 5, 5, 5]}, {'exercise': 'Barbell Clean', 'sets': 4, 'reps': [2, 2, 2, 2]}]"
Dynamic Upper with Potentiation Transmutation,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [2, 2, 2, 5, 5, 5, 5, 5]}]"
Transmutation Giant Set 1 Upper,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Ballistic MB Pushup', 'sets': 1, 'reps': [6]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 5, 'reps': [8, 8, 8, 8, 8]}, {'exercise': 'Ballistic MB Pushup', 'sets': 4, 'reps': [6, 6, 6, 6]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Transmutation Upper Giant Set Accessory 2,"[{'exercise': 'Tricep Rope Extension', 'sets': 1, 'reps': [10]}, {'exercise': 'Barbell Bicep Curl', 'sets': 4, 'reps': [8, 8, 8, 8]}, {'exercise': 'Tricep Rope Extension', 'sets': 3, 'reps': [10, 10, 10]}]"
Transmutation Day 3 light day,"[{'exercise': 'Barbell Front Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Lateral Squat', 'sets': 1, 'reps': [8]}, {'exercise': 'Pullup', 'sets': 4, 'reps': [5, 5, 5, 5]}, {'exercise': 'Lateral Squat', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'Barbell Front Squat', 'sets': 7, 'reps': [1, 1, 5, 5, 5, 5, 5]}]"
Transmutation Overhead Squats,"[{'exercise': 'Barbell Overhead Squat', 'sets': 3, 'reps': [5, 5, 5]}]"
Transmutation Bench and Explosive Pushups,"[{'exercise': 'Barbell Bench Press', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}, {'exercise': 'Plyo Pushup', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
Transmutation Upper Accessories 1,"[{'exercise': 'Supine Row', 'sets': 1, 'reps': [8]}, {'exercise': 'KB Upright Row', 'sets': 4, 'reps': [8, 8, 8, 8]}, {'exercise': 'Supine Row', 'sets': 3, 'reps': [8, 8, 0]}]"
Warm Up,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Transmutation Squats and Depth Jump,"[{'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [3]}, {'exercise': 'Depth Jump', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}, {'exercise': 'Barbell Back Squat', 'sets': 4, 'reps': [3, 3, 3, 3]}]"
Transmutation Lower Finish 1,"[{'exercise': 'Barbell RDL', 'sets': 1, 'reps': [8]}, {'exercise': 'DB Stepup', 'sets': 4, 'reps': [8, 8, 8, 8]}, {'exercise': 'Barbell RDL', 'sets': 3, 'reps': [8, 8, 8]}]"
Advanced Warm Up,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Accumulation Lower Max Effort,"[{'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Barbell RDL', 'sets': 1, 'reps': [8]}, {'exercise': 'TRX Hamstring Curl', 'sets': 4, 'reps': [10, 10, 10, 10]}, {'exercise': 'Barbell RDL', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'Barbell Back Squat', 'sets': 5, 'reps': [10, 10, 10, 10, 10]}]"
Upper Nonspecific Accumulation 2,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [10]}, {'exercise': 'Weighted Pullup', 'sets': 4, 'reps': [6, 6, 6, 6]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
Specific Accumulation Lower Day 2,"[{'exercise': 'Barbell Front Squat', 'sets': 8, 'reps': [3, 1, 1, 5, 5, 5, 5, 5]}]"
Specific Accumulation Upper Focus,"[{'exercise': 'Barbell Overhead Squat', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Push Press', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 5, 'reps': [8, 8, 8, 8, 8]}, {'exercise': 'Barbell Push Press', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}, {'exercise': 'Barbell Overhead Squat', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Upper Nonspecific Accessory 1,"[{'exercise': 'KB Upright Row', 'sets': 3, 'reps': [10, 10, 10]}]"
Specific Accumulation Lower Strength,"[{'exercise': 'Barbell Front Squat', 'sets': 6, 'reps': [5, 5, 5, 5, 5, 5]}]"
Accumulation Lower Accessory 1,"[{'exercise': 'TRX Hamstring Curl', 'sets': 3, 'reps': [10, 10, 10]}]"
Linear Speed Development & Warm Up,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Power Development Mash Contrast Lower,"[{'exercise': 'Barbell Front Squat', 'sets': 6, 'reps': [5, 5, 5, 5, 5, 5]}]"
Power Development Mash Contrast Upper,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Ballistic MB Pushup', 'sets': 4, 'reps': [6, 6, 6, 6]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Lateral Speed Development & Warm Up ,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Athletic Strength Development ,"[{'exercise': 'Barbell Overhead Squat', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Upper Strength and Power,"[{'exercise': 'Barbell Bench Press', 'sets': 1, 'reps': [5]}, {'exercise': 'Plyo Pushup', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}, {'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Accessory Work Upper GPP Circuit ,"[{'exercise': 'Pullup', 'sets': 4, 'reps': [5, 5, 5, 0]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 4, 'reps': [8, 8, 8, 8]}, {'exercise': 'DB Push Press', 'sets': 4, 'reps': [8, 8, 8, 8]}]"
"Speed, Bounding, COD & Warm Up","[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Linear Speed and Warm Up,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Youth Athletic Performance Upper Strength wk1,"[{'exercise': 'Barbell Bench Press', 'sets': 1, 'reps': [5]}, {'exercise': 'Plyo Pushup', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}, {'exercise': 'Barbell Bench Press', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
Mash Youth Athletic Performance Lower GPP wk1,"[{'exercise': 'TRX Hamstring Curl', 'sets': 1, 'reps': [10]}, {'exercise': 'TRX Single-Leg Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'TRX Hamstring Curl', 'sets': 2, 'reps': [10, 10]}, {'exercise': 'TRX Single-Leg Squat', 'sets': 2, 'reps': [5, 5]}]"
Linear Speed Transmutation wk2,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Speed Warm Up Bounding and COD ,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Linear Speed Warm Up,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Lateral Speed Warm Up,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Upper Body Explosive Contrast,"[{'exercise': 'Barbell Bench Press', 'sets': 1, 'reps': [5]}, {'exercise': 'Plyo Pushup', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}, {'exercise': 'Barbell Bench Press', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
Lower Accessory GPP ,"[{'exercise': 'TRX Hamstring Curl', 'sets': 1, 'reps': [10]}, {'exercise': 'TRX Single-Leg Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'TRX Hamstring Curl', 'sets': 2, 'reps': [10, 10]}, {'exercise': 'TRX Single-Leg Squat', 'sets': 2, 'reps': [5, 5]}]"
Overhead Strength and Mobility,"[{'exercise': 'Barbell Overhead Squat', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
Upper Body Power Development,"[{'exercise': 'Barbell Bench Press', 'sets': 6, 'reps': [5, 5, 5, 5, 5, 0]}]"
Upper Circuit GPP,"[{'exercise': 'Pullup', 'sets': 1, 'reps': [3]}, {'exercise': 'DB Push Press', 'sets': 4, 'reps': [5, 5, 5, 5]}, {'exercise': 'Pullup', 'sets': 3, 'reps': [0, 6, 6]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Lower Body Accessory GPP,"[{'exercise': 'TRX Hamstring Curl', 'sets': 3, 'reps': [10, 10, 10]}]"
Upper Power Development,"[{'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Upper Body Circuit GPP,"[{'exercise': 'Pullup', 'sets': 1, 'reps': [6]}, {'exercise': 'DB Push Press', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': 'Pullup', 'sets': 2, 'reps': [6, 6]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [5, 5, 5]}]"
Strength - Primary,"[{'exercise': 'Standing Chest stretch', 'sets': 3, 'reps': [5, 5, 5]}]"
Strength - Rotational,"[{'exercise': 'Front Bridge', 'sets': 2, 'reps': [0, 0]}]"
Pillar Prep,"[{'exercise': 'Foam Roll - Lats', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Rhomboids/Back', 'sets': 1, 'reps': [0]}]"
Movement Prep,"[{'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [3]}, {'exercise': 'Knee -2- Chest', 'sets': 1, 'reps': [4]}]"
Transmutation Comp Lifts day 1,"[{'exercise': 'Barbell Front Squat', 'sets': 9, 'reps': [5, 5, 1, 1, 5, 1, 5, 1, 5]}]"
Transmutation Upper Accessory 2,"[{'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 3, 'reps': [5, 5, 5]}]"
Transmutation Comp Lifts day 2,"[{'exercise': 'Barbell Overhead Squat', 'sets': 6, 'reps': [3, 3, 5, 3, 1, 5]}]"
Transmutation Upper Accessory 1,"[{'exercise': 'Barbell Push Press', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 6, 'reps': [5, 5, 5, 5, 5, 5]}, {'exercise': 'Barbell Push Press', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Transmutation Lower Accessory 1,"[{'exercise': 'Partner Glute-Ham Raise', 'sets': 3, 'reps': [5, 5, 5]}]"
Max Effort Specific Work,"[{'exercise': 'Snatch', 'sets': 8, 'reps': [2, 2, 2, 3, 3, 2, 2, 2]}]"
Upper Body Accessory Day 2,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [3]}, {'exercise': 'DB Skullcrusher', 'sets': 5, 'reps': [8, 8, 8, 8, 8]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Transmutation 2 Comp Lifts day 3 wk 1,"[{'exercise': 'Snatch', 'sets': 7, 'reps': [3, 3, 2, 2, 2, 2, 2]}, {'exercise': 'Barbell Front Squat', 'sets': 10, 'reps': [5, 5, 1, 1, 1, 5, 5, 5, 4, 4]}]"
Upper Body Accessory Work,"[{'exercise': 'Barbell Push Press', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 5, 'reps': [5, 8, 5, 3, 5]}, {'exercise': 'Barbell Push Press', 'sets': 5, 'reps': [3, 5, 3, 1, 3]}]"
Specific Strength Work,"[{'exercise': 'Partner Glute-Ham Raise', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Lower Body Accessory Work,"[{'exercise': 'Partner Glute-Ham Raise', 'sets': 3, 'reps': [6, 6, 6]}]"
Competition Day,"[{'exercise': 'Snatch', 'sets': 7, 'reps': [1, 1, 1, 1, 1, 1, 1]}]"
Competition Lifts and Strength,"[{'exercise': 'Snatch', 'sets': 1, 'reps': [2]}, {'exercise': 'Barbell Front Squat', 'sets': 4, 'reps': [3, 2, 2, 1]}, {'exercise': 'Snatch', 'sets': 3, 'reps': [2, 2, 2]}]"
Strength Work Velocity Focus,"[{'exercise': 'Barbell Back Squat', 'sets': 7, 'reps': [5, 3, 3, 3, 1, 1, 5]}]"
Max Effort Specific,"[{'exercise': 'Snatch', 'sets': 9, 'reps': [2, 2, 2, 2, 1, 1, 1, 1, 1]}, {'exercise': 'Standing DB Military Press', 'sets': 3, 'reps': [5, 5, 3]}]"
Specific Strength,"[{'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [5, 5, 5, 7]}]"
Accessory Work,"[{'exercise': 'Barbell Push Press', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}, {'exercise': 'Barbell Push Press', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Comp Phase Nonspecific Accessory wk2,"[{'exercise': 'TRX Hamstring Curl', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'DB Split Squat', 'sets': 3, 'reps': [6, 6, 6]}]"
Squat Power Production,"[{'exercise': 'Box Jump', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Upper Body Accessory,"[{'exercise': 'TRX T', 'sets': 3, 'reps': [10, 10, 10]}]"
Comp Phase Nonspecific Accessory wk1,"[{'exercise': 'Barbell Push Press', 'sets': 1, 'reps': [3]}, {'exercise': 'TRX Y', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'Barbell Push Press', 'sets': 4, 'reps': [3, 3, 3, 3]}]"
Lower Strength Max Effort,"[{'exercise': 'Barbell RDL', 'sets': 1, 'reps': [8]}, {'exercise': 'TRX Hamstring Curl', 'sets': 1, 'reps': [10]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'TRX Hamstring Curl', 'sets': 1, 'reps': [10]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [3]}, {'exercise': 'TRX Hamstring Curl', 'sets': 1, 'reps': [10]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [2]}, {'exercise': 'TRX Hamstring Curl', 'sets': 1, 'reps': [10]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [7]}, {'exercise': 'Barbell RDL', 'sets': 1, 'reps': [8]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [2]}, {'exercise': 'Barbell RDL', 'sets': 1, 'reps': [8]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [7]}, {'exercise': 'Barbell RDL', 'sets': 1, 'reps': [8]}, {'exercise': 'Barbell Back Squat', 'sets': 2, 'reps': [1, 7]}]"
Upper Accessory 2,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [10]}, {'exercise': 'Weighted Pullup', 'sets': 4, 'reps': [6, 6, 6, 6]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
Specific Strength Lower Focused less volume,"[{'exercise': 'Barbell Front Squat', 'sets': 8, 'reps': [3, 1, 1, 5, 5, 5, 5, 5]}]"
Upper Accessory 1,"[{'exercise': 'KB Upright Row', 'sets': 3, 'reps': [10, 10, 10]}]"
Specific Strength Upper Focused,"[{'exercise': 'Barbell Overhead Squat', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Push Press', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 5, 'reps': [8, 8, 8, 8, 8]}, {'exercise': 'Barbell Push Press', 'sets': 4, 'reps': [5, 5, 5, 5]}, {'exercise': 'Barbell Overhead Squat', 'sets': 5, 'reps': [3, 3, 3, 2, 2]}]"
 Lower Accessory 1,"[{'exercise': 'TRX Hamstring Curl', 'sets': 3, 'reps': [10, 10, 10]}]"
Specific Strength Lower Focused,"[{'exercise': 'Barbell Front Squat', 'sets': 9, 'reps': [5, 5, 3, 3, 8, 3, 8, 3, 8]}]"
Lower Accessory 1,"[{'exercise': 'TRX Hamstring Curl', 'sets': 3, 'reps': [10, 10, 10]}]"
Lower Body Repetition,"[{'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'TRX Hamstring Curl', 'sets': 4, 'reps': [10, 10, 10, 10]}, {'exercise': 'Barbell Back Squat', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
Upper Hypertrophy Youth,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 4, 'reps': [10, 10, 10, 10]}, {'exercise': 'Pushup', 'sets': 3, 'reps': [15, 15, 0]}]"
Not Sure,"[{'exercise': 'DB Bulgarian Split Squat', 'sets': 1, 'reps': [8]}, {'exercise': 'Barbell Deadlift', 'sets': 8, 'reps': [1, 1, 1, 5, 5, 5, 5, 5]}, {'exercise': 'DB Bulgarian Split Squat', 'sets': 3, 'reps': [8, 8, 8]}]"
Upper Power,"[{'exercise': 'Barbell Bench Press', 'sets': 1, 'reps': [5]}, {'exercise': 'Pullup', 'sets': 5, 'reps': [5, 5, 5, 5, 0]}, {'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Auxiliary,"[{'exercise': 'Side Bridge - Leg Raise', 'sets': 3, 'reps': [6, 6, 6]}]"
Strength AMRAP,"[{'exercise': 'Base Rotations', 'sets': 1, 'reps': [12]}]"
Youth Movement Preparation,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Walking Lunge', 'sets': 1, 'reps': [10]}, {'exercise': 'KB/DB Goblet Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}]"
Strength Training,"[{'exercise': '1-Leg DB SLDL', 'sets': 1, 'reps': [8]}, {'exercise': 'Pullup', 'sets': 3, 'reps': [0, 0, 0]}, {'exercise': '1-Leg DB SLDL', 'sets': 2, 'reps': [8, 8]}]"
Youth Upper Body Focused,"[{'exercise': 'Barbell Overhead Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'DB Bench Press', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'Barbell Overhead Squat', 'sets': 2, 'reps': [5, 5]}]"
Youth Movement Preparation Upper added,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Walking Lunge', 'sets': 1, 'reps': [10]}, {'exercise': 'KB/DB Goblet Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}, {'exercise': 'Front Bridge - Up-Down', 'sets': 2, 'reps': [5, 5]}]"
Youth Total Body Block Zero Accumulation,"[{'exercise': 'Standing DB Military Press', 'sets': 4, 'reps': [8, 8, 8, 8]}]"
Sled Work Capacity,"[{'exercise': 'Sleds - Pull', 'sets': 4, 'reps': [0, 0, 0, 0]}]"
Horizontal Upper ,"[{'exercise': 'TRX Pushup', 'sets': 3, 'reps': [10, 10, 0]}]"
Wk 2 Day 3 Youth Movement Preparation,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Walking Lunge', 'sets': 1, 'reps': [10]}, {'exercise': 'KB/DB Goblet Squat', 'sets': 2, 'reps': [1, 1]}]"
Youth Movement Preparation Accum Wk2,"[{'exercise': 'Squat', 'sets': 1, 'reps': [12]}, {'exercise': 'Walking Lunge', 'sets': 1, 'reps': [10]}, {'exercise': 'KB/DB Goblet Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}]"
Movement Preparation,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Walking Lunge', 'sets': 1, 'reps': [10]}, {'exercise': 'KB/DB Goblet Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}]"
Youth Strength Training Block Zero Lower Strength 1,"[{'exercise': 'Barbell Front Squat', 'sets': 1, 'reps': [5]}, {'exercise': '1-Leg DB SLDL', 'sets': 1, 'reps': [8]}, {'exercise': 'Pullup', 'sets': 3, 'reps': [0, 0, 0]}, {'exercise': '1-Leg DB SLDL', 'sets': 2, 'reps': [8, 8]}, {'exercise': 'Barbell Front Squat', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Youth Total Body Accumulation 2,"[{'exercise': 'TRX Hamstring Curl', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
